layer,hs_code,hs_desc,year,reporter_code,reporter,partner_code,partner,trade_value_usd,reporter_rank,reporter_export_share,reporter_selection_reason
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,VNM,Viet Nam,USA,USA,1273046.59,11,0.01223497141432536,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,VNM,Viet Nam,CHN,China,1672599.25,11,0.01223497141432536,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,VNM,Viet Nam,KOR,Rep. of Korea,4368065.03,11,0.01223497141432536,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,VNM,Viet Nam,MYS,Malaysia,17012914.25,11,0.01223497141432536,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,VNM,Viet Nam,SGP,Singapore,4464690.54,11,0.01223497141432536,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,VNM,Viet Nam,USA,USA,3239093.59,11,0.01223497141432536,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,VNM,Viet Nam,MYS,Malaysia,2338500.75,11,0.01223497141432536,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,VNM,Viet Nam,CHN,China,1811647.29,11,0.01223497141432536,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,VNM,Viet Nam,KOR,Rep. of Korea,1543308.582,11,0.01223497141432536,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,VNM,Viet Nam,CHN,China,1719049.944,11,0.01223497141432536,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,VNM,Viet Nam,HKG,"China, Hong Kong SAR",2231569.251,11,0.01223497141432536,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,VNM,Viet Nam,JPN,Japan,1641794.671,11,0.01223497141432536,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,VNM,Viet Nam,KOR,Rep. of Korea,2002264.259,11,0.01223497141432536,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,VNM,Viet Nam,MYS,Malaysia,2911524.244,11,0.01223497141432536,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,VNM,Viet Nam,HKG,"China, Hong Kong SAR",4434742.938,11,0.01223497141432536,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,VNM,Viet Nam,KOR,Rep. of Korea,3039922.383,11,0.01223497141432536,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,VNM,Viet Nam,IND,India,6188484.41,11,0.01223497141432536,coverage_threshold
layer2_backend,854160,Crystals; mounted piezo-electric,2022,VNM,Viet Nam,USA,USA,1202724.984,11,0.01223497141432536,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,VNM,Viet Nam,JPN,Japan,2871652.052,11,0.01223497141432536,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,VNM,Viet Nam,KOR,Rep. of Korea,1264435.718,11,0.01223497141432536,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,VNM,Viet Nam,MYS,Malaysia,1678057.15,11,0.01223497141432536,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,VNM,Viet Nam,USA,USA,28000111.84,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,CAN,Canada,8043147.814,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,CHN,China,6574828678.007,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,FRA,France,1741799.62,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,HKG,"China, Hong Kong SAR",2181954373.536,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,ISR,Israel,22062609.13,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,JPN,Japan,187725457.506,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,KOR,Rep. of Korea,136664253.968,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,MYS,Malaysia,497319755.204,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,MEX,Mexico,30917939.172,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,NLD,Netherlands,414090103.31,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,IND,India,87062372.118,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,SGP,Singapore,440428181.456,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,CHE,Switzerland,21316935.6,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,THA,Thailand,17902840.256,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,GBR,United Kingdom,2786037.644,11,0.01223497141432536,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,VNM,Viet Nam,USA,USA,587883589.902,11,0.01223497141432536,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,VNM,Viet Nam,CHN,China,1662300.492,11,0.01223497141432536,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,VNM,Viet Nam,HKG,"China, Hong Kong SAR",5101887.68,11,0.01223497141432536,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,VNM,Viet Nam,KOR,Rep. of Korea,32178314.927,11,0.01223497141432536,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,VNM,Viet Nam,MYS,Malaysia,1015967.514,11,0.01223497141432536,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,VNM,Viet Nam,IND,India,26639980.14,11,0.01223497141432536,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,VNM,Viet Nam,SGP,Singapore,23064274.15,11,0.01223497141432536,coverage_threshold
layer2_backend,854233,Electronic integrated circuits; amplifiers,2022,VNM,Viet Nam,CHN,China,5659567.508,11,0.01223497141432536,coverage_threshold
layer2_backend,854233,Electronic integrated circuits; amplifiers,2022,VNM,Viet Nam,JPN,Japan,1556322.669,11,0.01223497141432536,coverage_threshold
layer2_backend,854233,Electronic integrated circuits; amplifiers,2022,VNM,Viet Nam,KOR,Rep. of Korea,7924968.812,11,0.01223497141432536,coverage_threshold
layer2_backend,854233,Electronic integrated circuits; amplifiers,2022,VNM,Viet Nam,IND,India,17503853.12,11,0.01223497141432536,coverage_threshold
layer2_backend,854233,Electronic integrated circuits; amplifiers,2022,VNM,Viet Nam,SGP,Singapore,6084879.631,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,CHN,China,170269773.563,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,FIN,Finland,1212604.6,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,DEU,Germany,1753952.533,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,HKG,"China, Hong Kong SAR",148723933.197,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,HUN,Hungary,1824342.582,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,ITA,Italy,1241607.847,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,JPN,Japan,48872478.508,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,KOR,Rep. of Korea,176189734.318,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,MYS,Malaysia,19079884.799,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,MEX,Mexico,20312169.074,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,PHL,Philippines,12190061.845,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,IND,India,56697527.701,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,SGP,Singapore,153879388.119,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,THA,Thailand,26166607.366,11,0.01223497141432536,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,VNM,Viet Nam,USA,USA,27838174.154,11,0.01223497141432536,coverage_threshold
layer2_backend,854290,Parts of electronic integrated circuits,2022,VNM,Viet Nam,CHN,China,95924529.666,11,0.01223497141432536,coverage_threshold
layer2_backend,854290,Parts of electronic integrated circuits,2022,VNM,Viet Nam,FIN,Finland,1346065.89,11,0.01223497141432536,coverage_threshold
layer2_backend,854290,Parts of electronic integrated circuits,2022,VNM,Viet Nam,DEU,Germany,16843030.73,11,0.01223497141432536,coverage_threshold
layer2_backend,854290,Parts of electronic integrated circuits,2022,VNM,Viet Nam,HKG,"China, Hong Kong SAR",246944443.525,11,0.01223497141432536,coverage_threshold
layer2_backend,854290,Parts of electronic integrated circuits,2022,VNM,Viet Nam,HUN,Hungary,1722807.21,11,0.01223497141432536,coverage_threshold
layer2_backend,854290,Parts of electronic integrated circuits,2022,VNM,Viet Nam,JPN,Japan,4843244.037,11,0.01223497141432536,coverage_threshold
layer2_backend,854290,Parts of electronic integrated circuits,2022,VNM,Viet Nam,KOR,Rep. of Korea,6840457.09,11,0.01223497141432536,coverage_threshold
layer2_backend,854290,Parts of electronic integrated circuits,2022,VNM,Viet Nam,USA,USA,1279417.973,11,0.01223497141432536,coverage_threshold
layer2_backend,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",2022,VNM,Viet Nam,CHN,China,2195620.618,11,0.01223497141432536,coverage_threshold
layer2_backend,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",2022,VNM,Viet Nam,HKG,"China, Hong Kong SAR",5413530.74,11,0.01223497141432536,coverage_threshold
layer2_backend,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",2022,VNM,Viet Nam,KOR,Rep. of Korea,352037520.973,11,0.01223497141432536,coverage_threshold
layer2_backend,852352,"Semiconductor media; smart cards, whether or not recorded, excluding products of Chapter 37",2022,VNM,Viet Nam,KOR,Rep. of Korea,1187087.542,11,0.01223497141432536,coverage_threshold
layer2_backend,852352,"Semiconductor media; smart cards, whether or not recorded, excluding products of Chapter 37",2022,VNM,Viet Nam,THA,Thailand,2333362.213,11,0.01223497141432536,coverage_threshold
layer2_backend,852359,"Semiconductor media; other than smart cards, whether or not recorded, excluding products of Chapter 37",2022,VNM,Viet Nam,JPN,Japan,1813689.155,11,0.01223497141432536,coverage_threshold
layer1_frontend,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",2022,IRL,Ireland,GBR,United Kingdom,9988658.029,12,0.01091786679810739,coverage_threshold
layer1_frontend,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",2022,IRL,Ireland,USA,USA,2230189.564,12,0.01091786679810739,coverage_threshold
layer1_frontend,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,2022,IRL,Ireland,ISR,Israel,8727017.314,12,0.01091786679810739,coverage_threshold
layer1_frontend,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,2022,IRL,Ireland,GBR,United Kingdom,4971712.163,12,0.01091786679810739,coverage_threshold
layer1_frontend,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,2022,IRL,Ireland,USA,USA,6349396.73,12,0.01091786679810739,coverage_threshold
layer1_frontend,848640,"Machines and apparatus of a kind used solely or principally for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits, or for lifting, handling, loading or unloading items of heading 8486",2022,IRL,Ireland,NLD,Netherlands,1035734.404,12,0.01091786679810739,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,IRL,Ireland,DEU,Germany,13002751.736,12,0.01091786679810739,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,IRL,Ireland,ISR,Israel,10668526.233,12,0.01091786679810739,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,IRL,Ireland,JPN,Japan,10766557.689,12,0.01091786679810739,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,IRL,Ireland,KOR,Rep. of Korea,6573730.839,12,0.01091786679810739,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,IRL,Ireland,NLD,Netherlands,5739051.851,12,0.01091786679810739,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,IRL,Ireland,GBR,United Kingdom,12846589.889,12,0.01091786679810739,coverage_threshold
layer1_frontend,848690,Machines and apparatus of heading 8486; parts and accessories,2022,IRL,Ireland,USA,USA,43885619.478,12,0.01091786679810739,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,IRL,Ireland,CHN,China,3360922.644,12,0.01091786679810739,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,IRL,Ireland,ISR,Israel,2080248.075,12,0.01091786679810739,coverage_threshold
layer1_frontend,903082,Instruments and apparatus; for measuring or checking semiconductor wafers or devices (including integrated circuits),2022,IRL,Ireland,MYS,Malaysia,1539082.172,12,0.01091786679810739,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,IRL,Ireland,BEL,Belgium,2311948.259,12,0.01091786679810739,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,IRL,Ireland,FRA,France,2201374.994,12,0.01091786679810739,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,IRL,Ireland,DEU,Germany,4427124.905,12,0.01091786679810739,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,IRL,Ireland,HKG,"China, Hong Kong SAR",3321448.063,12,0.01091786679810739,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,IRL,Ireland,ITA,Italy,1402350.126,12,0.01091786679810739,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,IRL,Ireland,JPN,Japan,1945095.602,12,0.01091786679810739,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,IRL,Ireland,MYS,Malaysia,3041154.95,12,0.01091786679810739,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,IRL,Ireland,NLD,Netherlands,3618005.512,12,0.01091786679810739,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,IRL,Ireland,SGP,Singapore,1587546.629,12,0.01091786679810739,coverage_threshold
layer2_backend,854110,"Electrical apparatus; diodes, other than photosensitive or light-emitting diodes (LED)",2022,IRL,Ireland,USA,USA,17243392.258,12,0.01091786679810739,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,IRL,Ireland,HKG,"China, Hong Kong SAR",1241771.793,12,0.01091786679810739,coverage_threshold
layer2_backend,854121,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of less than 1W",2022,IRL,Ireland,USA,USA,3427273.132,12,0.01091786679810739,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,IRL,Ireland,DEU,Germany,5217909.667,12,0.01091786679810739,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,IRL,Ireland,SWE,Sweden,1311294.064,12,0.01091786679810739,coverage_threshold
layer2_backend,854129,"Electrical apparatus; transistors, (other than photosensitive), with a dissipation rate of 1W or more",2022,IRL,Ireland,USA,USA,1601209.935,12,0.01091786679810739,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,IRL,Ireland,ISR,Israel,1421765.183,12,0.01091786679810739,coverage_threshold
layer2_backend,854190,"Electrical apparatus; parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices",2022,IRL,Ireland,USA,USA,1076099.865,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,CHN,China,8693106881.336,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,FRA,France,31402568.302,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,DEU,Germany,44193672.006,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,HKG,"China, Hong Kong SAR",1212630.779,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,ISR,Israel,657455859.863,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,ITA,Italy,4688260.957,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,KOR,Rep. of Korea,8050309.31,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,MYS,Malaysia,476624705.311,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,NLD,Netherlands,7148017.228,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,NOR,Norway,1622708.976,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,SGP,Singapore,3209336.294,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,SWE,Sweden,10012957.126,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,GBR,United Kingdom,26607037.493,12,0.01091786679810739,coverage_threshold
layer2_backend,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2022,IRL,Ireland,USA,USA,1330120750.504,12,0.01091786679810739,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,IRL,Ireland,CHN,China,2973893.575,12,0.01091786679810739,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,IRL,Ireland,DEU,Germany,1128262.628,12,0.01091786679810739,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,IRL,Ireland,HKG,"China, Hong Kong SAR",23487495.709,12,0.01091786679810739,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,IRL,Ireland,MEX,Mexico,1465058.119,12,0.01091786679810739,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,IRL,Ireland,SGP,Singapore,1581746.437,12,0.01091786679810739,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,IRL,Ireland,GBR,United Kingdom,29170075.721,12,0.01091786679810739,coverage_threshold
layer2_backend,854232,Electronic integrated circuits; memories,2022,IRL,Ireland,USA,USA,12512107.947,12,0.01091786679810739,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,IRL,Ireland,CHN,China,14533298.949,12,0.01091786679810739,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,IRL,Ireland,HKG,"China, Hong Kong SAR",1252765.621,12,0.01091786679810739,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,IRL,Ireland,KOR,Rep. of Korea,8958095.147,12,0.01091786679810739,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,IRL,Ireland,MYS,Malaysia,78880023.981,12,0.01091786679810739,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,IRL,Ireland,PHL,Philippines,26971487.094,12,0.01091786679810739,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,IRL,Ireland,SGP,Singapore,7816845.27,12,0.01091786679810739,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,IRL,Ireland,VNM,Viet Nam,34181360.398,12,0.01091786679810739,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,IRL,Ireland,GBR,United Kingdom,8988715.695,12,0.01091786679810739,coverage_threshold
layer2_backend,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,2022,IRL,Ireland,USA,USA,267590708.628,12,0.01091786679810739,coverage_threshold
layer2_backend,854290,Parts of electronic integrated circuits,2022,IRL,Ireland,GBR,United Kingdom,29296706.925,12,0.01091786679810739,coverage_threshold
layer2_backend,854290,Parts of electronic integrated circuits,2022,IRL,Ireland,USA,USA,1556663.872,12,0.01091786679810739,coverage_threshold
layer2_backend,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",2022,IRL,Ireland,CHN,China,40162952.515,12,0.01091786679810739,coverage_threshold
layer2_backend,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",2022,IRL,Ireland,CZE,Czechia,89813422.482,12,0.01091786679810739,coverage_threshold
layer2_backend,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",2022,IRL,Ireland,FRA,France,3447886.559,12,0.01091786679810739,coverage_threshold
layer2_backend,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",2022,IRL,Ireland,DEU,Germany,65017487.524,12,0.01091786679810739,coverage_threshold
layer2_backend,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",2022,IRL,Ireland,HKG,"China, Hong Kong SAR",7720237.535,12,0.01091786679810739,coverage_threshold
layer2_backend,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",2022,IRL,Ireland,HUN,Hungary,36090005.775,12,0.01091786679810739,coverage_threshold
layer2_backend,852351,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37",2022,IRL,Ireland,ITA,Italy,1044760.084,12,0.01091786679810739,coverage_threshold
